timestamp,applied,status,hash,old_path,new_path,note
2026-06-30T15:19:48+08:00,yes,rename,B2E913C3F6492300,F:\260629_客户补充物料\获奖视频\白鹿获奖视频\微信视频2025-12-30_102352_044.mp4,F:\260629_客户补充物料\获奖视频\白鹿获奖视频\微信视频2025-12-30_102352_044_B2E913C3F6492300.mp4,
2026-06-30T15:19:48+08:00,yes,rename,220F50AB4A14A26F,F:\260629_客户补充物料\获奖视频\白鹿获奖视频\爱奇艺2025年度观众瞩目演员\图\2024-12-07 021803(1).jpg,F:\260629_客户补充物料\获奖视频\白鹿获奖视频\爱奇艺2025年度观众瞩目演员\图\2024-12-07 021803(1)_220F50AB4A14A26F.jpg,
2026-06-30T15:19:48+08:00,yes,rename,73D15DC921A268ED,F:\260629_客户补充物料\十周年采访物料\十周年采访物料_video_自我介绍___【白鹿】19081..._0.mp4,F:\260629_客户补充物料\十周年采访物料\十周年采访物料_video_自我介绍___【白鹿】19081..._0_73D15DC921A268ED.mp4,
2026-06-30T15:19:48+08:00,yes,rename,63FC2638008CDAC4,F:\260629_客户补充物料\获奖视频\白鹿获奖视频\1.13 2023年度微博之夜 年度瞩目演员\第一套 黑裙\2024-11-07 144030.heic,F:\260629_客户补充物料\获奖视频\白鹿获奖视频\1.13 2023年度微博之夜 年度瞩目演员\第一套 黑裙\2024-11-07 144030_63FC2638008CDAC4.heic,
2026-06-30T15:19:48+08:00,yes,rename,2C603AFD69B0AA5C,F:\260629_客户补充物料\十周年采访物料\十周年采访物料_video_【白鹿】200208《演技派》一..._0.mp4,F:\260629_客户补充物料\十周年采访物料\十周年采访物料_video_【白鹿】200208《演技派》一..._0_2C603AFD69B0AA5C.mp4,
2026-06-30T15:19:48+08:00,yes,rename,FFB138E9B043167F,F:\260629_客户补充物料\获奖视频\白鹿获奖视频\11.5 《北上》微博视界大会年度期待作品\2024-11-07 095200.jpg,F:\260629_客户补充物料\获奖视频\白鹿获奖视频\11.5 《北上》微博视界大会年度期待作品\2024-11-07 095200_FFB138E9B043167F.jpg,
2026-06-30T15:19:48+08:00,yes,rename,9A32A7CB3B4F0E2D,F:\260629_客户补充物料\十周年采访物料\十周年采访物料_video_#白鹿说以后不太想接偶像剧##六..._0.mp4,F:\260629_客户补充物料\十周年采访物料\十周年采访物料_video_#白鹿说以后不太想接偶像剧##六..._0_9A32A7CB3B4F0E2D.mp4,
2026-06-30T15:19:48+08:00,yes,rename,8513DD872020B6B0,F:\260629_客户补充物料\十周年采访物料\十周年采访物料_video_【#白鹿说北上杀青前一晚她崩溃了..._0.mp4,F:\260629_客户补充物料\十周年采访物料\十周年采访物料_video_【#白鹿说北上杀青前一晚她崩溃了..._0_8513DD872020B6B0.mp4,
2026-06-30T15:19:48+08:00,yes,rename,D385013FDE8A9F34,F:\260629_客户补充物料\影视作品及高光片段\宁安如梦\VID_20251226_234812.mp4,F:\260629_客户补充物料\影视作品及高光片段\宁安如梦\VID_20251226_234812_D385013FDE8A9F34.mp4,
2026-06-30T15:19:48+08:00,yes,rename,BCE7CCACF077A39F,F:\260629_客户补充物料\获奖视频\2025奖项\获奖.png,F:\260629_客户补充物料\获奖视频\2025奖项\获奖_BCE7CCACF077A39F.png,
2026-06-30T15:19:48+08:00,yes,rename,E03D5DD73FED55AD,F:\260629_客户补充物料\获奖视频\白鹿获奖视频\爱奇艺2025年度观众瞩目演员\图\2024-12-07 021058(2).jpg,F:\260629_客户补充物料\获奖视频\白鹿获奖视频\爱奇艺2025年度观众瞩目演员\图\2024-12-07 021058(2)_E03D5DD73FED55AD.jpg,
2026-06-30T15:19:48+08:00,yes,rename,CBE6481767ED3712,F:\260629_客户补充物料\影视作品及高光片段\周生如故\VID_20251227_000148.mp4,F:\260629_客户补充物料\影视作品及高光片段\周生如故\VID_20251227_000148_CBE6481767ED3712.mp4,
2026-06-30T15:19:48+08:00,yes,rename,1BD4985B3F933C0C,F:\260629_客户补充物料\影视作品及高光片段\周生如故\VID_20251226_235946.mp4,F:\260629_客户补充物料\影视作品及高光片段\周生如故\VID_20251226_235946_1BD4985B3F933C0C.mp4,
2026-06-30T15:19:48+08:00,yes,rename,FE3297E0C8CE53EC,F:\260629_客户补充物料\获奖视频\白鹿获奖视频\爱奇艺2025年度观众瞩目演员\图\2024-12-07 021758(1).jpg,F:\260629_客户补充物料\获奖视频\白鹿获奖视频\爱奇艺2025年度观众瞩目演员\图\2024-12-07 021758(1)_FE3297E0C8CE53EC.jpg,
2026-06-30T15:19:48+08:00,yes,rename,ECE55F4B926E6FF7,F:\260629_客户补充物料\影视作品及高光片段\宁安如梦\VID_20251226_235600.mp4,F:\260629_客户补充物料\影视作品及高光片段\宁安如梦\VID_20251226_235600_ECE55F4B926E6FF7.mp4,
2026-06-30T15:19:48+08:00,yes,rename,B61F7583C54C5234,F:\260629_客户补充物料\获奖视频\白鹿获奖视频\1.13 2023年度微博之夜 年度瞩目演员\第二套白裙\2024-11-07 144232.heic,F:\260629_客户补充物料\获奖视频\白鹿获奖视频\1.13 2023年度微博之夜 年度瞩目演员\第二套白裙\2024-11-07 144232_B61F7583C54C5234.heic,
2026-06-30T15:19:48+08:00,yes,rename,7347F02362290E14,F:\260629_客户补充物料\影视作品及高光片段\半是蜜糖半是伤\VID_20251226_221233.mp4,F:\260629_客户补充物料\影视作品及高光片段\半是蜜糖半是伤\VID_20251226_221233_7347F02362290E14.mp4,
2026-06-30T15:19:48+08:00,yes,rename,6ECFF3E5003B4E64,F:\260629_客户补充物料\影视作品及高光片段\烈火军校\VID_20251226_225738.mp4,F:\260629_客户补充物料\影视作品及高光片段\烈火军校\VID_20251226_225738_6ECFF3E5003B4E64.mp4,
2026-06-30T15:19:48+08:00,yes,rename,489134E21298B7F4,F:\260629_客户补充物料\获奖视频\白鹿获奖视频\1.13 2023年度微博之夜 年度瞩目演员\第一套 黑裙\2024-11-07 144028.heic,F:\260629_客户补充物料\获奖视频\白鹿获奖视频\1.13 2023年度微博之夜 年度瞩目演员\第一套 黑裙\2024-11-07 144028_489134E21298B7F4.heic,
2026-06-30T15:19:48+08:00,yes,rename,38CFB8011707A5E2,F:\260629_客户补充物料\影视作品及高光片段\2025北上\华子北京创建快递站.mov,F:\260629_客户补充物料\影视作品及高光片段\2025北上\华子北京创建快递站_38CFB8011707A5E2.mov,
2026-06-30T15:19:48+08:00,yes,rename,0109691B09700DF3,F:\260629_客户补充物料\获奖视频\白鹿获奖视频\2025微博视界大会年度榜样演员   白鹿白鹿！没有白走的路！.mp4,F:\260629_客户补充物料\获奖视频\白鹿获奖视频\2025微博视界大会年度榜样演员   白鹿白鹿！没有白走的路！_0109691B09700DF3.mp4,
2026-06-30T15:19:48+08:00,yes,rename,7C305C61C0EABDA2,F:\260629_客户补充物料\影视作品及高光片段\2025北上\华子泡脚想到花街小伙伴痛哭.mov,F:\260629_客户补充物料\影视作品及高光片段\2025北上\华子泡脚想到花街小伙伴痛哭_7C305C61C0EABDA2.mov,
2026-06-30T15:19:48+08:00,yes,rename,125AAFF877027625,F:\260629_客户补充物料\影视作品及高光片段\2025临江仙\VID_20251226_232351.mp4,F:\260629_客户补充物料\影视作品及高光片段\2025临江仙\VID_20251226_232351_125AAFF877027625.mp4,
2026-06-30T15:19:48+08:00,yes,rename,4688CD682105632C,F:\260629_客户补充物料\影视作品及高光片段\2025白月梵星\BYFX_终极预告_纯净版_成片.mp4,F:\260629_客户补充物料\影视作品及高光片段\2025白月梵星\BYFX_终极预告_纯净版_成片_4688CD682105632C.mp4,
2026-06-30T15:19:48+08:00,yes,rename,A73F19FB13B83FEC,F:\260629_客户补充物料\十周年采访物料\十周年采访物料_video_【白鹿】210916 《明星玩家..._0.mp4,F:\260629_客户补充物料\十周年采访物料\十周年采访物料_video_【白鹿】210916 《明星玩家..._0_A73F19FB13B83FEC.mp4,
2026-06-30T15:19:48+08:00,yes,rename,AD0DEFC8ADFAC454,F:\260629_客户补充物料\获奖视频\白鹿获奖视频\爱奇艺2025年度观众瞩目演员\图\2024-12-07 021756.jpg,F:\260629_客户补充物料\获奖视频\白鹿获奖视频\爱奇艺2025年度观众瞩目演员\图\2024-12-07 021756_AD0DEFC8ADFAC454.jpg,
2026-06-30T15:19:48+08:00,yes,rename,0FCDC832DFC4D590,F:\260629_客户补充物料\十周年采访物料\十周年采访物料_video_正片___【白鹿】210722 ..._0.mp4,F:\260629_客户补充物料\十周年采访物料\十周年采访物料_video_正片___【白鹿】210722 ..._0_0FCDC832DFC4D590.mp4,
2026-06-30T15:19:48+08:00,yes,rename,1162A0F5660C6E11,F:\260629_客户补充物料\获奖视频\白鹿获奖视频\【白鹿】『尖叫女演员』2025尖叫之夜.mp4,F:\260629_客户补充物料\获奖视频\白鹿获奖视频\【白鹿】『尖叫女演员』2025尖叫之夜_1162A0F5660C6E11.mp4,
2026-06-30T15:19:48+08:00,yes,rename,018EA03F1799D162,F:\260629_客户补充物料\获奖视频\2025奖项\5.国际流媒体人气奖3.jpg,F:\260629_客户补充物料\获奖视频\2025奖项\5.国际流媒体人气奖3_018EA03F1799D162.jpg,
2026-06-30T15:19:48+08:00,yes,rename,38D8BC5D3CF565CB,F:\260629_客户补充物料\十周年采访物料\十周年采访物料_video_狐厂大拷问✖️@白鹿my  正片..._0.mp4,F:\260629_客户补充物料\十周年采访物料\十周年采访物料_video_狐厂大拷问✖️@白鹿my  正片..._0_38D8BC5D3CF565CB.mp4,
2026-06-30T15:19:48+08:00,yes,rename,34A4A8A166439F8A,F:\260629_客户补充物料\影视作品及高光片段\2026唐宫奇案\唐宫cut1-1灭门回忆.mov,F:\260629_客户补充物料\影视作品及高光片段\2026唐宫奇案\唐宫cut1-1灭门回忆_34A4A8A166439F8A.mov,
2026-06-30T15:19:48+08:00,yes,rename,97C92F0DB5E85E40,F:\260629_客户补充物料\十周年采访物料\十周年采访物料_video_22.10.28 DY视频两则_..._0.mp4,F:\260629_客户补充物料\十周年采访物料\十周年采访物料_video_22.10.28 DY视频两则_..._0_97C92F0DB5E85E40.mp4,
2026-06-30T15:19:48+08:00,yes,rename,84159E160278CCE1,F:\260629_客户补充物料\获奖视频\2025奖项\4. 亚洲影艺创意大奖.jpg,F:\260629_客户补充物料\获奖视频\2025奖项\4. 亚洲影艺创意大奖_84159E160278CCE1.jpg,
2026-06-30T15:19:48+08:00,yes,rename,9A3EDB0BAB368981,F:\260629_客户补充物料\十周年采访物料\十周年采访物料_video_【白鹿】190215 《招摇》壁..._0.mp4,F:\260629_客户补充物料\十周年采访物料\十周年采访物料_video_【白鹿】190215 《招摇》壁..._0_9A3EDB0BAB368981.mp4,
